filename,duration,rms_mean,rms_std,rms_max,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,pitch_mean,pitch_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,mel_spectrogram_mean,mel_spectrogram_std,VideoNumber
88+Similac Infant Formula for Immune Support ( -30).mp3,32.09,0.030121813,0.017202586,0.09733401,0.0719290376356238,0.0985469708315376,2631.4993668108045,2251.973113762555,2730.629198244092,963.3139241021236,258.3658329533134,494.7309562881993,-371.82617,72.04949,143.36345,56.616882,4.028,29.58423,21.359327,33.79903,-9.450458,26.002092,21.408377,19.902245,-19.97627,17.424385,8.183492,13.414572,-6.438523,11.274102,-0.096291184,11.577797,-0.5702363,11.544606,-14.501171,12.652368,-9.414976,9.5612755,0.3369928,0.31704405,0.3106531,0.27445528,0.38160107,0.31991836,0.38161433,0.3051108,0.43385342,0.32511967,0.4729532,0.36580783,0.3828255,0.293871,0.3766999,0.32618746,0.3104246,0.26984245,0.32322162,0.29857868,0.36105847,0.32981774,0.33450848,0.28633314,0.21248345,2.0588992,88
89+Similac Pro-Advance™ & Pro-Sensitive™.mp3,30.120249433106576,0.06980323,0.036750995,0.18042168,0.0446277772760115,0.0548911455721208,2085.1997576641324,1669.2194539362854,2519.0182943043737,1071.7640550777785,146.90258758945936,256.58803975050205,-295.68298,77.52281,161.10234,43.93215,5.1187553,39.232258,28.04917,30.122892,1.5148346,23.748497,13.567117,20.592289,-10.529387,16.874039,5.437426,14.307665,-14.556706,16.391539,-4.4074116,11.905608,-8.91798,11.296074,-3.9462273,12.17614,-2.879354,10.262681,0.32573074,0.3424609,0.27319297,0.24392205,0.50404155,0.28405342,0.6447054,0.3582676,0.50503415,0.2900754,0.26784933,0.27641353,0.23317309,0.25832117,0.25312436,0.2807148,0.23524666,0.27829608,0.23643735,0.27590305,0.28380316,0.30437475,0.26983938,0.262061,1.1463436,9.283763,89
90+Similac® For Spit-Up helps reduce frequent spit-up after feeding.mp3,30.09,0.046376016,0.035897534,0.2582181,0.0510905701437114,0.0791427696918049,2003.1509746333568,2031.4158809359208,2283.1088358735888,1093.8334261081136,267.27252934919125,501.8957569115796,-348.2072,84.58099,145.7929,56.728054,18.1903,33.019604,24.93203,29.42309,3.2013931,23.937603,12.3738985,19.240202,-11.998448,16.455368,2.8655238,11.821377,-4.310369,11.631524,-1.2295337,11.306171,2.2334707,12.2707615,-1.8648834,10.396174,-4.261493,9.52295,0.33870846,0.3181229,0.29806277,0.25662953,0.32080597,0.30324262,0.3046615,0.2939443,0.32727653,0.28207552,0.43697786,0.36255693,0.36190307,0.2854293,0.33546045,0.31536505,0.32090908,0.2769815,0.36728045,0.31481615,0.44898397,0.36554715,0.3637792,0.28734404,0.6484974,7.5963545,90
"91+Similac® formulas have no artificial growth hormones_,†.mp3",15.07,0.087286115,0.068094,0.3692124,0.0478914068514241,0.0673108256166487,1897.0753650454467,1730.9557386173567,2262.9026898292163,974.4768162672658,179.5741752828244,380.31110494403015,-299.26587,81.387505,138.14038,49.438828,20.822794,31.928928,26.740028,30.952597,0.7516498,22.835455,14.028315,14.430184,-10.071093,14.078436,-1.9452482,10.839736,1.6885557,10.462727,-5.875656,11.51541,-8.028006,9.897102,-9.172565,9.773901,-8.198074,6.8858266,0.63443416,0.38671476,0.45742002,0.29674393,0.3237513,0.2847422,0.27589878,0.2786423,0.2933653,0.2923336,0.295418,0.30457968,0.29259253,0.28853613,0.34733757,0.32425043,0.2884141,0.28388795,0.25706577,0.2787088,0.26381543,0.24710177,0.3696925,0.24563529,2.3589683,30.364153,91
92+Similac® Organic is modeled after breast milk ( -30).mp3,33.09,0.08457797,0.05780121,0.29620966,0.0649391797834093,0.0941773509376793,2598.814553388904,2150.6903412147394,2887.180048079714,1103.5629312146664,236.72341826448184,451.800167643842,-279.64438,90.17874,130.55147,51.819164,11.003281,30.662949,20.2842,30.52609,-5.984631,22.964495,21.514595,19.459282,-22.421791,18.134565,7.5222,13.788319,-7.0849457,12.259351,-1.4182979,11.162866,-0.5617573,11.098887,-9.924439,11.561235,-6.367605,9.075992,0.3328574,0.3306871,0.31605306,0.2848634,0.36814162,0.31998435,0.37031633,0.32677016,0.36414504,0.30982623,0.445419,0.37348175,0.38606074,0.30224013,0.3971005,0.33273628,0.33628842,0.28198993,0.3078771,0.3015583,0.34821415,0.3184428,0.33994922,0.3013356,1.9084474,21.12619,92
93+Simplify Feeding Night & Day - Enfamil Ready to Use Infant Formula.mp3,50.27,0.0388984,0.037408277,0.17752466,0.0648526585955542,0.0780418231467134,2509.5039045774806,1820.5402085246117,2757.879546317118,951.4585874086912,209.4466620433229,336.9524022670355,-379.207,98.08963,122.10785,59.005123,1.1799953,30.596727,12.132819,29.767344,-6.151663,22.892815,11.192426,17.45605,-15.351371,20.054483,3.388648,12.897296,-8.198162,13.058068,-7.358707,12.2259035,-6.1960096,11.732666,-7.5849576,12.964849,-2.9615073,10.995154,0.32544515,0.31886193,0.33111903,0.31673056,0.348463,0.33834448,0.2785666,0.26777503,0.3212407,0.33302557,0.2659876,0.27154025,0.3275607,0.3269013,0.31188208,0.3012034,0.33465165,0.2963006,0.40862843,0.34683755,0.37501615,0.3182649,0.36246642,0.31317213,0.5570553,6.5501204,93
94+SMA FORMULA FOR INFANTS COMMERCIAL 1960.mp3,58.93,0.08209769,0.062044956,0.28224477,0.0347699344956658,0.0308916215347475,1622.571265645348,862.867058296383,2392.901111588321,770.9044394584732,200.73003363213024,423.78287162269135,-287.82654,41.929554,170.93787,38.21284,-5.043583,22.086794,18.154945,16.170994,23.307886,18.389507,6.2742257,14.567991,6.702512,10.153993,1.8698335,9.673843,-1.4293078,10.297638,6.555841,8.511286,1.3884647,7.514904,6.829523,7.8277564,-3.1780877,8.619102,0.51693326,0.31915522,0.4102461,0.26564193,0.40946835,0.28416732,0.3994034,0.28421974,0.45982242,0.28872526,0.4447382,0.30765226,0.4126803,0.24797039,0.5493258,0.32978728,0.4821637,0.28106174,0.5004585,0.34123504,0.45937756,0.29074478,0.50819725,0.297994,2.0712805,18.705463,94
95+The Promise of Similac (1).mp3,30.09,0.034743525,0.02098435,0.09965648,0.0573044765142746,0.079066389742999,2281.7767202656173,1885.8723075185812,2608.298671373107,881.9843467129939,211.745398835776,366.7274233314873,-363.63742,81.951385,148.23222,48.333416,6.901007,33.34637,30.620768,33.025715,-4.7397437,25.396837,18.842348,20.28569,-18.413656,17.270773,2.0537157,15.803929,-6.4502916,11.794145,-1.3075558,12.516989,-1.3367361,11.457178,-9.835844,10.421506,-6.5289063,8.610748,0.30737826,0.2985365,0.30940703,0.2726817,0.36918828,0.32248083,0.36841556,0.31805536,0.36398193,0.2944879,0.47761056,0.37253115,0.3895503,0.2956713,0.3491502,0.3214428,0.3301441,0.29184982,0.35390535,0.30454645,0.4236343,0.34639472,0.3485859,0.28365633,0.29535052,2.8073084,95
96+The Promise of Similac.mp3,15.07,0.033668093,0.021797404,0.09813547,0.0540477350365665,0.0795194531131257,2098.4516751183714,1915.333550274243,2465.5719431330226,913.5408200663596,216.7435957144812,417.4424718734621,-373.16708,93.58031,153.31473,51.90469,13.962306,33.797417,25.136406,30.994896,-5.2406487,24.34177,20.832241,18.35628,-17.426548,18.68449,3.420684,13.149582,-4.607325,11.027493,-1.1495464,10.328461,-2.6630206,11.172419,-9.798993,10.620889,-5.860357,7.7288446,0.34579995,0.2934954,0.3086662,0.25251007,0.38205704,0.33056512,0.38055512,0.31912082,0.4225966,0.30027077,0.52129185,0.34816682,0.41101643,0.28583568,0.37804648,0.32985252,0.30692613,0.26123917,0.32140365,0.26215896,0.454804,0.3550367,0.38000894,0.29183397,0.28784683,2.6362834,96
97+The Wonder of Baby  SMA® PRO Follow on Milk.mp3,30.07,0.0416372,0.025439689,0.116514295,0.0597005333968544,0.0696739139246058,2458.209765596433,1609.7586319657812,2949.1332620472176,954.1331152628316,333.396394462589,584.9967413907681,-320.1073,91.68098,143.64244,44.341393,-7.360325,28.660868,38.298183,24.064886,-4.981054,22.906374,32.578323,21.729132,-11.395749,16.891619,12.591498,12.696733,-3.8869324,11.954008,1.9974551,12.666675,-4.681584,10.461305,-3.3822992,10.689815,-0.23904552,10.596544,0.43776882,0.2942074,0.45210892,0.28373393,0.50080705,0.28482214,0.5239365,0.2871297,0.48892763,0.28285766,0.42905095,0.28200203,0.42180043,0.2843267,0.4742257,0.29905397,0.48088476,0.29066586,0.51717955,0.30682504,0.58971953,0.30811712,0.5026659,0.2667467,0.4438624,3.2987897,97
98+Unibale Baby formula- Babyactiv8.mp3,30.07,0.03510664,0.016796468,0.09010116,0.0629807431373022,0.0632504915781586,3083.94633231983,1510.5068732128393,3439.12162595654,646.6548554601511,368.31320950526685,540.4409127453791,-304.71082,58.115242,125.35334,33.60453,-15.414314,19.967585,53.47939,19.808388,-9.955456,19.35552,31.427849,15.4736595,-11.907728,13.810682,15.58454,10.6982155,-5.1372805,9.82336,5.8654537,10.273127,0.9486031,9.110088,1.003157,9.321876,0.4947596,7.4920974,0.47708714,0.31719872,0.4562088,0.28985038,0.5209876,0.33956933,0.4515982,0.28860068,0.4465873,0.29500803,0.4210149,0.2793596,0.4609809,0.2881392,0.50635326,0.3398969,0.4482199,0.28541765,0.47478333,0.30861783,0.45635885,0.28464654,0.52733177,0.3294185,0.2801216,2.3202262,98
99+VINTAGE 1958 PET EVAPORATED MILK COMMERCIAL - CUTE BABIES.mp3,58.45,0.048806414,0.03087989,0.15774287,0.0336851996958788,0.021835201745787,1380.853342212086,525.3364080622731,1634.023818410188,281.7798452623841,207.22130050992416,358.4613122260213,-317.24393,66.9522,189.36641,26.304539,-23.29883,35.051537,27.16793,17.140856,13.856379,15.832284,4.5457087,14.085395,-3.6107125,10.199469,-7.098699,10.022356,6.5865006,10.194732,-10.072086,8.874261,-1.2228264,8.782198,-3.703841,8.257379,-9.068547,8.440129,0.5079336,0.33383042,0.4520808,0.28411567,0.40083736,0.27621925,0.39848018,0.3279865,0.38213405,0.272153,0.44507506,0.3043508,0.38430756,0.27343857,0.3416761,0.26502663,0.390539,0.27555686,0.49070966,0.31963804,0.54500383,0.31204402,0.47862133,0.2858523,0.6087089,4.1555233,99
